4.3982,0.89118
4.3664,0.89246
4.3535,0.8875
4.3711,0.88706
4.3715,0.88152
4.4065,0.87522
4.4044,0.87332
4.4993,0.85488
4.5128,0.85058
4.5817,0.83711
4.6566,0.82292
4.8326,0.79235
4.8524,0.78688
4.9576,0.76773
5.0636,0.74854
5.1537,0.734
5.2981,0.70636
5.4,0.69022
5.4197,0.68456
5.5396,0.66305
5.7756,0.62065
5.757,0.62627
5.8851,0.601
5.9811,0.58575
6.0015,0.58017
6.1902,0.54856
6.2118,0.54286
6.3083,0.52585
6.3979,0.5102
6.59,0.47923
6.5965,0.47644
6.6903,0.4608
6.7796,0.44615
6.8649,0.43355
6.9702,0.41582
7.052,0.40402
7.0768,0.3994
7.268,0.37145
7.1765,0.38432
7.4002,0.3514
7.5141,0.33506
7.6089,0.32203
7.6439,0.3168
7.8582,0.28762
7.9026,0.28157
8.0322,0.26453
8.1733,0.24645
8.276,0.23335
8.4469,0.21294
8.5691,0.19865
8.6683,0.18723
8.8024,0.17414
7.713,0.50372
7.6623,0.51086
7.3293,0.54831
7.1364,0.57154
6.8399,0.60684
6.6193,0.63298
6.3651,0.66398
6.1249,0.69232
5.8937,0.72093
5.6788,0.74604
5.4543,0.77377
5.274,0.7951
5.0927,0.81669
5.0238,0.82377
4.7874,0.85179
4.7728,0.85228
4.6649,0.8652
4.5986,0.87105
4.5005,0.88184
4.4758,0.88236
4.4028,0.88926
4.423,0.88441
4.3751,0.88962
4.4169,0.87929
4.3823,0.8819
4.468,0.86596
4.4535,0.8649
4.5507,0.84826
4.5699,0.84136
4.6501,0.82671
4.7232,0.81226
4.8393,0.79469
4.933,0.77416
5.044,0.75837
5.0549,0.75245
5.2281,0.72507
5.2785,0.71231
5.4386,0.68812
5.5173,0.66934
5.6619,0.64807
5.6451,0.64643
5.8884,0.60773
5.8877,0.60321
6.0738,0.57403
6.104,0.56474
6.2733,0.53834
6.2989,0.52985
6.4025,0.51228
6.4804,0.4978
6.6173,0.47808
6.6811,0.46389
6.8006,0.44749
6.7878,0.44649
6.9493,0.42284
6.971,0.41713
7.1218,0.39548
7.1586,0.38801
7.2971,0.36888
7.3749,0.35568
7.4958,0.33949
7.5048,0.33699
7.6862,0.3121
7.7442,0.30333
7.9227,0.27931
7.996,0.26923
8.1639,0.24715
8.1389,0.25065
8.4344,0.21298
8.4252,0.21527
8.5658,0.19886
8.698,0.18441
8.9105,0.16006
8.1712,0.4553
7.8983,0.48187
7.4757,0.53168
7.2428,0.55713
6.9166,0.59679
6.6752,0.62423
6.3847,0.66031
6.1708,0.68475
5.9076,0.71785
5.7242,0.73872
5.4843,0.76894
5.3552,0.78348
5.1836,0.80465
5.075,0.81599
4.9011,0.83747
4.8427,0.8424
4.7002,0.85947
4.6643,0.86158
4.5543,0.87429
4.5523,0.87195
4.4702,0.88062
4.496,0.87439
4.428,0.88089
4.4921,0.86949
4.4525,0.87146
4.5504,0.85575
4.5375,0.85364
4.6482,0.83586
4.64,0.83266
4.7507,0.81502
4.7767,0.80749
4.9499,0.78117
4.9652,0.77381
5.1603,0.74497
5.187,0.73562
5.3807,0.70673
5.3873,0.7002
5.5981,0.66832
5.5804,0.66451
5.8062,0.63059
5.8084,0.6238
6.0386,0.5899
6.0422,0.58324
6.246,0.55258
6.2321,0.54884
6.4242,0.51972
6.4024,0.5172
6.5473,0.49503
6.5651,0.48873
6.7642,0.4597
6.7428,0.45844
6.9428,0.43003
6.9313,0.42798
7.1076,0.40283
7.0885,0.40243
7.2658,0.37751
7.259,0.37593
7.4393,0.35076
7.4224,0.35084
7.6228,0.32346
7.6405,0.31937
7.8319,0.29329
7.8524,0.2894
8.0561,0.26195
8.0894,0.25701
8.3128,0.22729
8.3269,0.22599
8.5766,0.19323
8.6044,0.19221
8.8263,0.16338
8.7515,0.17627
8.388,0.41969
8.0237,0.45866
7.6138,0.51131
7.34,0.54034
6.9953,0.58414
6.7664,0.60915
6.4558,0.64884
6.262,0.67026
5.9777,0.70674
5.8204,0.72402
5.5703,0.75613
5.4504,0.76903
5.2514,0.79422
5.1682,0.80218
4.9865,0.82504
4.9388,0.82845
4.7878,0.84702
4.7688,0.84684
4.6463,0.86143
4.6591,0.85709
4.5635,0.86781
4.608,0.85926
4.5301,0.8672
4.6123,0.85369
4.5603,0.85768
4.6777,0.83949
4.6504,0.83953
4.7847,0.81901
4.7641,0.81751
4.9148,0.79486
4.9174,0.79015
5.1192,0.76072
5.1199,0.7554
5.3507,0.72218
5.3562,0.71569
5.595,0.68106
5.586,0.67594
5.8275,0.6407
5.7832,0.63969
6.035,0.60297
6.0072,0.59994
6.2785,0.56083
6.2482,0.55829
6.4869,0.52329
6.4398,0.52322
6.6563,0.4913
6.5912,0.49418
6.7864,0.46548
6.7583,0.46461
6.9891,0.43179
6.9398,0.43401
7.1677,0.40192
7.1222,0.40418
7.3299,0.37498
7.2812,0.37818
7.4854,0.34969
7.4432,0.35257
7.6438,0.32481
7.6032,0.32786
7.8249,0.29762
7.8094,0.29779
8.0294,0.26786
8.0306,0.26628
8.2595,0.23529
8.2668,0.23359
8.5148,0.20035
8.5248,0.19923
8.8224,0.15965
8.7989,0.164
9.0401,0.13246
8.9893,0.14479
8.4477,0.39998
8.0957,0.44028
7.7087,0.49215
7.4501,0.51955
7.1,0.56586
6.898,0.58725
6.5672,0.63075
6.387,0.65021
6.0898,0.6892
5.9473,0.70434
5.6842,0.73878
5.5796,0.74938
5.3611,0.77769
5.2932,0.78352
5.1007,0.80824
5.0677,0.80965
4.9062,0.83003
4.9035,0.82765
4.7694,0.84413
4.8006,0.83741
4.6929,0.85006
4.7576,0.83899
4.6702,0.84852
4.7725,0.83256
4.71,0.83823
4.8486,0.81751
4.8077,0.81968
4.9704,0.79577
4.9373,0.7962
5.1277,0.76874
5.1134,0.76621
5.3499,0.73274
5.3376,0.72919
5.6072,0.69137
5.5964,0.68692
5.8805,0.647
5.8496,0.64445
6.1359,0.60406
6.0548,0.60715
6.343,0.56608
6.293,0.56543
6.6122,0.52058
6.5437,0.5225
6.8187,0.48311
6.7271,0.48825
6.9737,0.45259
6.8698,0.45996
7.1089,0.4257
7.0344,0.43039
7.2974,0.39345
7.2168,0.39949
7.4709,0.36402
7.3909,0.37053
7.6271,0.33758
7.5403,0.34549
7.7727,0.31327
7.6952,0.32057
7.9148,0.29026
7.844,0.29717
8.0885,0.26389
8.0401,0.26821
8.2825,0.2352
8.2695,0.23524
8.5237,0.20063
8.501,0.20256
8.7738,0.1656
8.7753,0.16547
9.1377,0.11657
9.1306,0.11885
8.5053,0.38273
8.1772,0.42141
7.8117,0.47079
7.6409,0.4874
7.2548,0.53962
7.0485,0.56194
6.7059,0.60793
6.5442,0.62501
6.2325,0.66668
6.1047,0.67983
5.8286,0.71659
5.7388,0.72508
5.5031,0.75624
5.4501,0.76003
5.2454,0.78684
5.2274,0.78622
5.0544,0.8086
5.0695,0.80384
4.9244,0.82224
4.9748,0.81302
4.8563,0.82755
4.942,0.81383
4.8458,0.82496
4.9701,0.80629
4.8981,0.81365
5.0605,0.79009
5.0087,0.79411
5.2022,0.76657
5.1601,0.76856
5.3892,0.73649
5.3625,0.73578
5.637,0.69791
5.6146,0.69581
5.9256,0.65325
5.903,0.65031
6.2397,0.60437
6.1905,0.604
6.5348,0.55704
6.3951,0.56679
6.7278,0.52048
6.6636,0.52107
7.0502,0.46823
6.943,0.47445
7.2522,0.4311
7.1124,0.44158
7.3828,0.40293
7.239,0.41476
7.5147,0.37577
7.399,0.38523
7.6894,0.34469
7.5768,0.3546
7.848,0.31681
7.7376,0.32703
7.9968,0.29104
7.8688,0.30396
8.1311,0.26774
8.0163,0.27967
8.2472,0.24775
8.1406,0.2592
8.4119,0.22228
8.3185,0.23242
8.5706,0.19791
8.5625,0.19716
8.8279,0.16077
8.8081,0.16181
9.1423,0.11609
9.0591,0.12702
8.5102,0.37311
8.0654,0.4297
7.7999,0.45982
7.4134,0.51249
7.2444,0.5302
6.8804,0.57968
6.7285,0.59566
6.4041,0.63961
6.2931,0.65055
6.0027,0.68977
5.927,0.69634
5.6756,0.73011
5.6368,0.73197
5.4196,0.76098
5.4172,0.75824
5.2326,0.78266
5.2656,0.77551
5.1102,0.79581
5.1799,0.78406
5.0518,0.80041
5.1588,0.78398
5.0549,0.79668
5.2019,0.7752
5.1224,0.78412
5.3098,0.75756
5.2505,0.76313
5.4755,0.73187
5.4285,0.73503
5.6956,0.69852
5.6618,0.69913
5.9766,0.65668
5.9472,0.65576
6.3031,0.60818
6.2711,0.60659
6.6612,0.55475
6.6158,0.55383
7.0408,0.49771
6.796,0.51974
7.1869,0.46638
7.1222,0.46668
7.6082,0.40293
7.4749,0.41142
7.7901,0.3675
7.6158,0.38115
7.8854,0.34223
7.7102,0.35727
8.0067,0.31537
7.8576,0.3285
8.1555,0.28669
8.0285,0.29807
8.2881,0.26113
8.158,0.27409
8.4152,0.23803
8.2684,0.25355
8.5803,0.21139
8.417,0.22864
8.6436,0.1976
8.4858,0.21488
8.7878,0.17282
8.632,0.19157
8.8772,0.15724
8.8902,0.15456
9.1321,0.12099
9.1431,0.11752
8.5172,0.36534
8.1835,0.40734
8.0742,0.41671
7.6393,0.47634
7.4453,0.49776
7.0761,0.54829
6.9504,0.56091
6.6086,0.60764
6.5114,0.61682
6.2056,0.65856
6.1424,0.66342
5.8768,0.69959
5.8522,0.69951
5.6225,0.7307
5.6353,0.72587
5.4398,0.7523
5.49,0.74279
5.3253,0.76493
5.4137,0.75066
5.2775,0.76875
5.405,0.74963
5.2949,0.76386
5.4641,0.73958
5.3795,0.74991
5.5917,0.72033
5.5289,0.72712
5.7846,0.69222
5.7373,0.69616
6.0416,0.65532
6.007,0.65668
6.3637,0.60947
6.3329,0.60932
6.7365,0.55645
6.6996,0.55589
7.1472,0.49777
7.0998,0.49742
7.6129,0.43226
7.242,0.46719
7.7291,0.40453
7.674,0.40306
8.2658,0.32874
8.1717,0.33098
8.3664,0.30038
8.267,0.30352
8.4767,0.27097
8.3103,0.28417
8.6045,0.24227
8.4304,0.25794
8.6605,0.22362
8.5689,0.22995
8.7253,0.20493
8.6587,0.20936
8.885,0.17553
8.6905,0.19974
8.9711,0.16086
9.0079,0.15653
9.0154,0.14837
8.837,0.1688
9.2034,0.11587
8.9723,0.14559
9.2051,0.11097
8.5325,0.35641
8.2056,0.39341
7.8239,0.44598
7.7161,0.4558
7.3192,0.51035
7.2065,0.52142
6.8445,0.57114
6.7531,0.57956
6.4346,0.62338
6.3857,0.62625
6.1059,0.66478
6.0943,0.66285
5.8526,0.69616
5.8797,0.68929
5.6743,0.71764
5.7409,0.7058
5.5677,0.72973
5.674,0.71297
5.5308,0.73274
5.6776,0.71102
5.5627,0.72671
5.7528,0.69971
5.6652,0.71134
5.9002,0.67892
5.8379,0.68662
6.1218,0.64831
6.0798,0.65256
6.4193,0.6076
6.3924,0.60895
6.7925,0.55678
6.7675,0.55677
7.2216,0.49829
7.1849,0.49845
7.6962,0.43332
7.6646,0.43194
8.2724,0.35595
7.6952,0.41634
8.3053,0.34016
8.2995,0.33316
8.5371,0.3504
8.5686,0.3404
8.1255,0.39958
8.0477,0.40573
7.6032,0.4669
7.4573,0.48249
7.0961,0.53225
7.028,0.53738
6.6929,0.5838
6.6552,0.58502
6.3612,0.62588
6.3607,0.62227
6.1078,0.65758
6.1481,0.64872
5.9339,0.67884
6.0162,0.66466
5.8355,0.6903
5.9584,0.67112
5.809,0.69253
5.9731,0.66835
5.8547,0.68545
6.0635,0.65588
5.975,0.66871
6.23,0.63367
6.1697,0.64231
6.4762,0.6012
6.4468,0.60509
6.8171,0.55644
6.8084,0.55677
7.2518,0.49959
7.2468,0.49834
7.7583,0.43338
7.7223,0.43455
8.2966,0.36233
8.2977,0.35784
8.2967,0.34765
8.5124,0.34342
8.2107,0.37869
7.8316,0.43101
7.7683,0.43494
7.3901,0.48719
7.335,0.4904
6.9788,0.54
6.9467,0.54022
6.6395,0.58323
6.6469,0.57824
6.3852,0.61525
6.439,0.6042
6.2171,0.63598
6.314,0.61946
6.1266,0.64675
6.2644,0.62522
6.1095,0.64825
6.2886,0.62175
6.1671,0.64033
6.3915,0.60841
6.3038,0.62235
6.5746,0.58502
6.519,0.59445
6.8447,0.55073
6.8212,0.55548
7.2049,0.50517
7.2399,0.50157
7.7212,0.43982
7.7601,0.43485
8.3392,0.36203
8.3134,0.36361
8.5507,0.33368
8.5867,0.32333
8.1671,0.37987
8.1341,0.37945
7.7273,0.43578
7.665,0.43979
7.286,0.49275
7.2438,0.49396
6.9333,0.53777
6.9561,0.5302
6.6849,0.569
6.7512,0.5558
6.5222,0.58912
6.6324,0.57032
6.4389,0.59918
6.59,0.57538
6.4299,0.60002
6.6217,0.57135
6.4971,0.59141
6.7351,0.55718
6.6453,0.57272
6.9243,0.53387
6.8784,0.54356
7.2187,0.49746
7.2076,0.50243
7.6088,0.44939
7.6261,0.45043
8.0638,0.39398
8.2802,0.36893
8.9572,0.28204
8.5699,0.32029
8.5467,0.318
8.0994,0.37905
7.9267,0.39795
7.5765,0.44714
7.571,0.44249
7.2519,0.48795
7.2888,0.47784
7.0061,0.51879
7.0819,0.50373
6.8473,0.53839
6.9695,0.51737
6.7707,0.54766
6.9332,0.52172
6.7681,0.54791
6.9699,0.51731
6.843,0.53869
7.094,0.502
7.0003,0.51935
7.2836,0.47928
7.2318,0.49136
7.5682,0.44503
7.5964,0.44655
8.0168,0.39001
8.0517,0.39098
8.5104,0.33049
8.4943,0.33846
8.6134,0.30272
8.2877,0.3468
8.2775,0.34188
7.9121,0.39401
7.9314,0.38514
7.5978,0.4332
7.6424,0.42139
7.3461,0.46485
7.4276,0.44842
7.1907,0.4839
7.3238,0.4607
7.1209,0.49222
7.2928,0.46435
7.1227,0.49203
7.3309,0.45996
7.2033,0.48228
7.4684,0.44274
7.3704,0.46178
7.6536,0.42097
7.595,0.43539
7.9362,0.3872
7.9237,0.39616
8.2868,0.34619
8.4971,0.3251
8.6618,0.28824
8.6703,0.27943
8.2904,0.33341
8.3193,0.32245
7.9673,0.37385
8.0117,0.36146
7.7007,0.40771
7.7843,0.39041
7.5516,0.42566
7.6947,0.40041
7.4901,0.43274
7.6679,0.4035
7.4937,0.43241
7.7021,0.39988
7.5773,0.42234
7.8616,0.37911
7.758,0.39967
8.0293,0.36001
7.9715,0.37518
8.3274,0.32357
8.2933,0.33665
8.6658,0.28337
8.6487,0.29527
8.6932,0.26836
8.7206,0.2566
8.354,0.31066
8.3919,0.29868
8.0651,0.34801
8.1468,0.33052
7.9312,0.36342
8.0815,0.33664
7.8806,0.36885
8.0564,0.33968
7.8818,0.36908
8.0774,0.33842
7.9653,0.35915
8.2815,0.31032
8.1704,0.33217
8.4023,0.29843
8.3541,0.31234
8.731,0.2563
8.6981,0.26956
8.7493,0.24491
8.7779,0.23387
8.4351,0.28641
8.5082,0.26997
8.3338,0.29646
8.4777,0.27052
8.2978,0.29977
8.4519,0.27418
8.29,0.30186
8.4473,0.27757
8.3623,0.29403
8.7243,0.23781
8.629,0.2567
8.7707,0.23768
8.7392,0.24829
8.8069,0.22365
8.8591,0.2106
8.7651,0.2238
8.8543,0.2071
8.7459,0.22493
8.8329,0.21096
8.7281,0.22959
8.8096,0.21823
8.7612,0.22873
9.161,0.1708
