1,167,166,165,96,163,162,161,95,159,157,156,94,155,153,151,93,149,148,147,92,145,144,143,91,141,139,137,90,136,135,133,89,131,130,129,88,127,126,125,87,123,121,119,86,118,117,115,85,113,112,111,84,109,108,107,83,105,103,102,101,82,100,99,98,97,81,80,79,78,77,76,75,74,73,72,71,70,69,68,67,66,65,64,63,62,61,60,59,58,57,56,55,54,53,52,51,50,49,48,897,47,46,45,44,43,42,41,40,39,38,37,779,36,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,638,14,13,641,12,11,643,10,581,9,582,8,517,7,450,6,451,5,4,3,2,168
167,166,165,96,163,162,161,95,159,157,156,94,155,153,151,93,149,148,147,92,145,144,143,91,141,139,137,90,136,135,133,89,131,130,129,88,127,126,125,87,123,121,119,86,118,117,115,85,113,112,111,84,109,108,107,83,105,103,102,101,82,100,99,98,97,81,80,79,78,77,76,75,74,73,72,71,70,69,68,67,66,65,64,63,62,61,60,59,58,57,56,55,54,53,52,51,50,49,48,897,47,46,45,44,43,42,41,40,39,38,37,779,36,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,638,14,13,641,12,11,643,10,581,9,582,8,517,7,450,6,451,5,4,3,2,168,1
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2
