0,166,2
166,165,2
165,164,2
164,95,2
95,162,2
162,161,2
161,160,2
160,94,2
94,158,2
158,156,2
156,155,2
155,93,2
93,154,2
154,152,2
152,150,2
150,92,2
92,148,2
148,147,2
147,146,2
146,91,2
91,144,2
144,143,2
143,142,2
142,90,2
90,140,2
140,138,2
138,136,2
136,89,2
89,135,2
135,134,2
134,132,2
132,88,2
88,130,2
130,129,2
129,128,2
128,87,2
87,126,2
126,125,2
125,124,2
124,86,2
86,122,2
122,120,2
120,118,2
118,85,2
85,117,2
117,116,2
116,114,2
114,84,2
84,112,2
112,111,2
111,110,2
110,83,2
83,108,2
108,107,2
107,106,2
106,82,2
82,104,2
104,102,2
102,101,2
101,100,2
100,81,2
81,99,2
99,98,2
98,97,2
97,96,2
96,80,2
80,79,2
79,78,2
78,77,1
77,76,1
76,75,1
75,74,1
74,73,1
73,72,1
72,71,1
71,70,1
70,69,1
69,68,1
68,67,1
67,66,1
66,65,1
65,64,1
64,63,1
63,62,1
62,61,1
61,60,1
60,59,1
59,58,1
58,57,1
57,56,1
56,55,1
55,54,1
54,53,1
53,52,1
52,51,1
51,50,1
50,49,1
49,48,1
48,47,1
47,896,1
896,46,1
46,45,1
45,44,1
44,43,1
43,42,1
42,41,1
41,40,1
40,39,1
39,38,1
38,37,1
37,36,1
36,778,1
778,35,1
35,34,1
34,33,1
33,32,1
32,31,1
31,30,1
30,29,1
29,28,1
28,27,1
27,26,1
26,25,1
25,24,1
24,23,1
23,22,1
22,21,1
21,20,1
20,19,1
19,18,1
18,17,1
17,16,1
16,15,1
15,14,1
14,637,1
637,13,1
13,12,1
12,640,1
640,11,1
11,10,1
10,642,1
642,9,1
9,580,1
580,8,1
8,581,1
581,7,1
7,516,1
516,6,1
6,449,1
449,5,1
5,450,1
450,4,1
4,3,1
3,2,1
2,1,1
1,167,2
167,0,2
