25,24,6
29,18,19
18,29,28
0,15,14
27,10,11
33,11,4
28,17,18
7,28,29
31,6,2
31,19,20
30,17,28
26,13,15
30,28,1
26,15,16
31,29,19
31,2,29
27,5,10
33,22,23
33,32,22
34,8,9
34,4,8
14,15,13
34,33,4
32,21,22
26,12,13
24,9,3
34,32,33
30,1,12
25,21,32
25,20,21
27,23,5
24,32,34
25,31,20
24,34,9
24,3,6
25,6,31
29,2,7
25,32,24
26,16,30
28,7,1
26,30,12
27,11,33
30,16,17
27,33,23
